idreq,amphId,amphTypeName,fplmunName,fplcouName,lat,lon,transcription,plat,plon,pplace
43,5868,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
44,1104,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LAL",37.6493740000000017,-5.19713400000000014,"Tarancón"
45,26738,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7629930000000016,-5.19923800000000025,"Villacisneros"
46,628,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MATDEFICLINASMARSIA",37.8056029999999978,-5.07692000000000032,"Casa de Mingaobez (Este)"
47,3433,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
48,15149,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"((SIGILLUM PARVUM))",37.766491000000002,-5.12506099999999964,"Barranco del Picacho"
49,3924,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CRA",37.6487789999999976,-5.50614600000000021,"La Catria"
50,8448,"Dressel 20","Agde","France",43.3109910000000013,3.4753400000000001,"SNR",37.6487789999999976,-5.50614600000000021,"La Catria"
51,5939,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FPAT",37.587336999999998,-5.79237000000000002,"Los Villares"
52,16493,"Dressel 20","Colchester","United Kingdom",51.8833330000000004,0.900000000000000022,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
53,18853,"Dressel 20","Regensburg","Germany",49.0345119999999994,12.1192340000000005,"PCAEHER",37.6674819999999997,-5.47243600000000008,"La Mallena"
54,4021,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LSAR",37.7816370000000035,-5.18376600000000032,"Casa del Encinarejo Bajo"
55,15331,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"GRA",37.6487789999999976,-5.50614600000000021,"La Catria"
56,8048,"Dressel 23","Grand","France",48.3849420000000023,5.48701099999999986,"PNNF",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
57,15515,"Dressel 20","London","United Kingdom",51.514248000000002,-0.0931450000000000056,"MAELALEX",37.7232109999999992,-5.24641700000000011,"El Mohino"
58,3024,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"ALFO",37.6487789999999976,-5.50614600000000021,"La Catria"
59,16137,"Dressel 20","Colchester","United Kingdom",51.8833330000000004,0.900000000000000022,"MIM...",37.6487789999999976,-5.50614600000000021,"La Catria"
60,18140,"Dressel 20","Volubilis","Morokko",34.0736970000000028,-5.55703200000000042,"VIRAV",37.5366149999999976,-5.9009520000000002,"Villar de Brenes"
61,28715,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LIVNIMELISSI",37.5859510000000014,-5.08842899999999965,"Las Delicias"
62,13515,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
63,27737,"Dressel 20","Hedelbergen","Germany",50.2367679999999979,8.86225100000000054,"DFN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
64,2749,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MIM",37.7055700000000016,-5.34851800000000033,"Peñaflor"
65,3467,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNNF",37.6126959999999997,-5.60742000000000029,"Tostoneras"
66,25870,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
67,11984,"Dressel 20","Ladenburg (Lopodunum)","Germany",49.4730709999999974,8.608962,"QFC",37.7055700000000016,-5.34851800000000033,"Peñaflor"
68,4407,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LVTROPHIMI",37.627358000000001,-5.46193799999999996,"Lora la Vieja"
69,15266,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6126959999999997,-5.60742000000000029,"Tostoneras"
70,25215,"Dressel 20","Gruissan","France",43.1052570000000017,3.08781799999999995,"SLFCL",37.6712199999999982,-5.22250100000000028,"Tierras del Judío"
71,2240,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DFF",37.6236469999999983,-5.60466499999999979,"Arva"
72,2380,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FQXIIII",37.8057149999999993,-4.98374600000000001,"Cortijo Nuevo"
73,7965,"Dressel 20","Strasbourg","France",48.6003809999999987,7.78735499999999981,"IICAMILIMELISSI",37.5859510000000014,-5.08842899999999965,"Las Delicias"
74,24591,"Dressel 20","Lyon?","France",45.7484570000000019,4.84671099999999999,"MANNISAT",37.7816370000000035,-5.18376600000000032,"Casa del Encinarejo Bajo"
75,9857,"Dressel 20","Golfe de Fos","France",43.3835430000000031,4.94285100000000011,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
76,15481,"Dressel 20","Ribchester","United Kingdom",53.7999999999999972,-2.53333299999999983,"GAVEL?",37.6487789999999976,-5.50614600000000021,"La Catria"
77,13015,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
78,2641,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIAL",37.671559000000002,-5.20847000000000016,"Malpica"
79,350,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCCVCAT",37.6355720000000034,-5.15318699999999996,"Las Ánimas"
80,13128,"Dressel 20","Carmona","Spain",37.4712480000000028,-5.64608299999999996,"LSPBOEQ",37.581744999999998,-5.66918599999999984,"Guadajoz"
81,2777,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIMFN",37.671559000000002,-5.20847000000000016,"Malpica"
82,4179,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"SAXOFERREO",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
83,9496,"Dressel 20","Genève","Switzerland",46.1956020000000009,6.14811300000000038,"SEXIRVF",37.6487789999999976,-5.50614600000000021,"La Catria"
84,29294,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"LFCCVFS",37.7629930000000016,-5.19923800000000025,"Villacisneros"
85,3235,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LMVE",37.6050639999999987,-5.61980099999999982,"Mejía"
86,30813,"Dressel 20","Arles","France",43.6816590000000033,4.6363310000000002,"LFO",37.3890760000000029,-5.98444299999999973,"Sevilla"
87,434,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
88,4022,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LSAR",37.7816370000000035,-5.18376600000000032,"Casa del Encinarejo Bajo"
89,5575,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
90,28223,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
91,4055,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LSPBOEQ",37.5852679999999992,-5.64987999999999957,"Juan Barba"
92,3450,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNNF",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
93,10883,"Dressel 20","Écija","Spain",37.5422030000000007,-5.08259900000000009,"MIM",37.6487789999999976,-5.50614600000000021,"La Catria"
94,12405,"Dressel 20","Écija","Spain",37.5422030000000007,-5.08259900000000009,"LAL",37.6535799999999981,-5.18478399999999962,"Las Valbuenas"
95,5931,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
96,7008,"Dressel 20","Lora del Río","Spain",37.6589609999999979,-5.52751000000000037,"POPVLI",37.6575109999999995,-5.48777999999999988,"Los Guerras"
97,15815,"Dressel 20","Bishopbriggs","United Kingdom",55.8999999999999986,-4.23333300000000001,"MMCSVR",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
98,1779,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICAMILIMELISSI",37.5859510000000014,-5.08842899999999965,"Las Delicias"
99,3928,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CRA",37.6487789999999976,-5.50614600000000021,"La Catria"
100,2423,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MFS",37.6141890000000032,-5.11560900000000007,"Alcotrista"
101,2590,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIA",37.671559000000002,-5.20847000000000016,"Malpica"
102,6596,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
103,3786,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"POPVLI",37.6575109999999995,-5.48777999999999988,"Los Guerras"
104,6425,"Dressel 20","Split","Croatia",43.5138889999999989,16.4558329999999984,"SAXOFERR",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
105,18368,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FELIC",37.5859510000000014,-5.08842899999999965,"Las Delicias"
106,15939,"Dressel 20","London","United Kingdom",51.514248000000002,-0.0931450000000000056,"EROTIS",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
107,28210,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
108,10933,"Dressel 20","Écija","Spain",37.5422030000000007,-5.08259900000000009,"SIP",37.638263000000002,-5.16514800000000029,"Doña Mencía"
109,12545,"Dressel 20","Santiponce","Spain",37.4339530000000025,-6.04184300000000007,"ILFAMV",37.6050639999999987,-5.61980099999999982,"Mejía"
110,23898,"Dressel 20","Saintes","France",45.7456040000000002,-0.631673999999999958,"SNR",37.6487789999999976,-5.50614600000000021,"La Catria"
111,304,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FCVCVM",37.7691879999999998,-5.11233299999999957,"Dehesilla"
112,1183,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CAP",37.8078679999999991,-4.95505200000000023,"El Sotillo"
113,15635,"Dressel 20","Cirencester","United Kingdom",51.7333330000000018,-1.98333300000000001,"PARVA",37.6487789999999976,-5.50614600000000021,"La Catria"
114,3188,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"GMMF",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
115,26741,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7629930000000016,-5.19923800000000025,"Villacisneros"
116,23865,"Dressel 20","Alise-Sainte-Reine","France",47.5378540000000029,4.48594999999999988,"SAXOFERR",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
117,28238,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
118,15154,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FCVCVM",37.7691879999999998,-5.11233299999999957,"Dehesilla"
119,3250,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MARFIR & MARFRI",37.8091229999999996,-4.96704699999999999,"El Temple"
120,5904,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNNF",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
121,141,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
122,25193,"Dressel 20","Boulogne-sur-Mer","France",50.7207020000000028,1.60456200000000004,"AELFO",37.6487789999999976,-5.50614600000000021,"La Catria"
123,15542,"Dressel 20","London","United Kingdom",51.514248000000002,-0.0931450000000000056,"AGRICOLAE",37.8018500000000017,-5.07272199999999973,"Casa de Mingaobez"
124,17658,"Dressel 20","Ampurias","Spain",42.1395430000000033,3.11780899999999983,"LAGER",37.6214840000000024,-5.13413400000000042,"Isla del Castillo"
125,151,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
126,10840,"Dressel 20","Écija","Spain",37.5422030000000007,-5.08259900000000009,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
127,28414,"Dressel 20","Lyon?","France",45.7484570000000019,4.84671099999999999,"AIS",37.3890760000000029,-5.98444299999999973,"Sevilla"
128,16896,"Dressel 20","Abernethy","United Kingdom",56.3333330000000032,-3.3333330000000001,"FSCIMNIANO",37.5859510000000014,-5.08842899999999965,"Las Delicias"
129,23801,"Dressel 20","Honfleur","France",49.4198379999999986,0.23174800000000001,"PORPS",37.6487789999999976,-5.50614600000000021,"La Catria"
130,3733,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FPAT",37.587336999999998,-5.79237000000000002,"Los Villares"
131,29342,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"DFN",37.6236469999999983,-5.60466499999999979,"Arva"
132,30530,"Dressel 20","Bavay","France",50.2980519999999984,3.79615500000000017,"CIALB",37.671559000000002,-5.20847000000000016,"Malpica"
133,17080,"Dressel 20","Corbridge","United Kingdom",54.9666670000000011,-2.01666699999999999,"VIRAV",37.5366149999999976,-5.9009520000000002,"Villar de Brenes"
134,2103,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"TFAMV",37.6050639999999987,-5.61980099999999982,"Mejía"
135,13031,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNNF",37.6236469999999983,-5.60466499999999979,"Arva"
136,2492,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"GRA",37.6487789999999976,-5.50614600000000021,"La Catria"
137,34456,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
138,26710,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7629930000000016,-5.19923800000000025,"Villacisneros"
139,15714,"Dressel 20","London","United Kingdom",51.514248000000002,-0.0931450000000000056,"MCC",37.6875989999999987,-5.27423700000000029,"Madueño"
140,15302,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FPAT",37.581744999999998,-5.66918599999999984,"Guadajoz"
141,15870,"Dressel 20","Wroxeter","United Kingdom",52.6666669999999968,-2.64999999999999991,"PCLODIICELI",37.6236469999999983,-5.60466499999999979,"Arva"
142,830,"Dressel 20","Worms","Germany",49.6327840000000009,8.35916399999999982,"GAPF",37.6171719999999965,-5.56554400000000005,"Castillo de Azanaque"
143,6421,"Dressel 20","Budapest","Hungary",47.5499999999999972,19.0333329999999989,"FSCIMNIANO",37.5859510000000014,-5.08842899999999965,"Las Delicias"
144,5568,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"IICCLMM",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
145,5961,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
146,6448,"Dressel 1","Fréjus","France",43.4328580000000031,6.7352369999999997,"VITAL",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
147,28601,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
148,28605,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
149,14454,"Dressel 20","Mainz","Germany",49.9841880000000032,8.27909599999999912,"QICSEC",37.671559000000002,-5.20847000000000016,"Malpica"
150,20571,"Dressel 20","Avenches","Switzerland",46.8808879999999988,7.04104200000000002,"LVALTROPHIMI",37.6236469999999983,-5.60466499999999979,"Arva"
151,20279,"Dressel 20","Mâcon","France",46.314073999999998,4.828233,"LAGER",37.6141890000000032,-5.11560900000000007,"Alcotrista"
152,284,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"COLOBRARIA (COLOBRVVIV)",37.6141890000000032,-5.11560900000000007,"Alcotrista"
153,26731,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
154,28769,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6126959999999997,-5.60742000000000029,"Tostoneras"
155,15894,"Dressel 20","Corbridge","United Kingdom",54.9666670000000011,-2.01666699999999999,"DEF",37.6236469999999983,-5.60466499999999979,"Arva"
156,4405,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LVTROPHIMI",37.6487789999999976,-5.50614600000000021,"La Catria"
157,24777,"Dressel 20","Vienne","France",45.5247850000000014,4.87345299999999959,"IIIENNIIVL",37.660347999999999,-5.50794799999999984,"huerta del río"
158,1863,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CORBEL",37.6141890000000032,-5.11560900000000007,"Alcotrista"
159,2749,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MIM",37.6487789999999976,-5.50614600000000021,"La Catria"
160,12954,"Dressel 20","Lora del Río","Spain",37.6589609999999979,-5.52751000000000037,"QAEOPCOL",37.6171719999999965,-5.56554400000000005,"Castillo de Azanaque"
161,12375,"Dressel 20","Écija","Spain",37.5422030000000007,-5.08259900000000009,"LAGER",37.6141890000000032,-5.11560900000000007,"Alcotrista"
162,16137,"Dressel 20","Colchester","United Kingdom",51.8833330000000004,0.900000000000000022,"MIM...",37.7055700000000016,-5.34851800000000033,"Peñaflor"
163,13707,"Dressel 20","Lora del Río","Spain",37.6589609999999979,-5.52751000000000037,"GANNIRVFINI",37.6236469999999983,-5.60466499999999979,"Arva"
164,28204,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
165,2080,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FSFAFOB",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
166,4211,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"SAXOFERR",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
167,13624,"Dressel 20","Carmona","Spain",37.4712480000000028,-5.64608299999999996,"TATILIASIATICI",37.5852679999999992,-5.64987999999999957,"Juan Barba"
168,5558,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"MCS",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
169,660,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGMED",37.6236469999999983,-5.60466499999999979,"Arva"
170,5565,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"IICCLLM",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
171,7487,"Dressel 20","Augst","Switzerland",47.5368179999999967,7.71720499999999987,"IIIENNIOIVLSAE",37.660347999999999,-5.50794799999999984,"huerta del río"
172,32255,"Dressel 20","Carlisle","United Kingdom",54.8833330000000004,-2.93333300000000019,"CANTONIQVIETI",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
173,1404,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"ARAXIFM",37.6784200000000027,-5.21427999999999958,"Malpica Sur"
174,1566,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"BROODV",37.6427989999999966,-5.49795099999999959,"Los Mochales"
175,8076,"Dressel 20","Metz","France",49.1154610000000034,6.17587499999999956,"PRISCI",37.7629930000000016,-5.19923800000000025,"Villacisneros"
176,1720,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CCNS",37.766491000000002,-5.12506099999999964,"Barranco del Picacho"
177,14683,"Dressel 20","Orlen","Germany",50.1816290000000009,8.18680499999999967,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
178,25690,"Dressel 20","Vienne","France",45.5247850000000014,4.87345299999999959,"LAPAE",37.6487789999999976,-5.50614600000000021,"La Catria"
179,2689,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QICSEG",37.671559000000002,-5.20847000000000016,"Malpica"
180,28172,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"POPVLI",37.6575109999999995,-5.48777999999999988,"Los Guerras"
181,16917,"Dressel 20","Newcastle upon Tyne","United Kingdom",54.9880560000000003,-1.61944400000000011,"FSCIMNIANO",37.5859510000000014,-5.08842899999999965,"Las Delicias"
182,28552,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MATDEFIGLINASMARSIA",37.8056029999999978,-5.07692000000000032,"Casa de Mingaobez (Este)"
183,3665,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PPCAL",37.4414220000000029,-6.04494799999999977,"Itálica"
184,28247,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"PNNF",37.6236469999999983,-5.60466499999999979,"Arva"
185,26690,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
