idreq,amphId,amphTypeName,fplmunName,fplcouName,lat,lon,transcription,plat,plon,pplace
2131,25867,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
2132,28149,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"FPAT",37.587336999999998,-5.79237000000000002,"Los Villares"
2133,25776,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
2134,14116,"Dressel 20","Niederbieber","Germany",50.2715150000000008,8.56691700000000012,"BELI",37.7224599999999981,-5.24567099999999975,"Cortijo del Romero"
2135,2595,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIA",37.671559000000002,-5.20847000000000016,"Malpica"
2136,8093,"Dressel 20","Biesheim","France",48.0411780000000022,7.54473799999999972,"PSTVSC",37.5859510000000014,-5.08842899999999965,"Las Delicias"
2137,3803,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"POPVLI",37.6575109999999995,-5.48777999999999988,"Los Guerras"
2138,14397,"Dressel 20","Kastell Marienfels","Germany",48.1682279999999992,8.61824799999999946,"LGG",37.6236469999999983,-5.60466499999999979,"Arva"
2139,1472,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DATSCOL",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2140,14323,"Dressel 20","Mainz","Germany",49.9841880000000032,8.27909599999999912,"LFCCVCAT",37.6355720000000034,-5.15318699999999996,"Las Ánimas"
2141,27953,"Dressel 20","Worms","Germany",49.6327840000000009,8.35916399999999982,"LIVNIMELISSIP",37.6236469999999983,-5.60466499999999979,"Arva"
2142,17703,"Dressel 20","Isla de Cabrera","Spain",39.1446090000000027,2.94940699999999989,"NIII & IIIN",37.6236469999999983,-5.60466499999999979,"Arva"
2143,1154,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CAP",37.8078679999999991,-4.95505200000000023,"El Sotillo"
2144,14693,"Dressel 20","Bonn","Germany",50.7343800000000016,7.09548500000000004,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2145,14661,"Dressel 20","Mainz","Germany",49.9841880000000032,8.27909599999999912,"LMVE",37.6050639999999987,-5.61980099999999982,"Mejía"
2146,19567,"Dressel 20","Fréjus","France",43.4328580000000031,6.7352369999999997,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
2147,26453,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CALLISIVSF",37.5366149999999976,-5.9009520000000002,"Villar de Brenes"
2148,5712,"Dressel 20","Ubbergen","Netherlands",51.8360759999999985,5.90979299999999963,"POROOD",37.6487789999999976,-5.50614600000000021,"La Catria"
2149,16908,"Dressel 20","Cirencester","United Kingdom",51.7333330000000018,-1.98333300000000001,"FSCIMNIA & FSCIMNIANO",37.5859510000000014,-5.08842899999999965,"Las Delicias"
2150,28652,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FM",37.6784200000000027,-5.21427999999999958,"Malpica Sur"
2151,16434,"Dressel 20","Colchester","United Kingdom",51.8833330000000004,0.900000000000000022,"IIIMIICIOR",37.6236469999999983,-5.60466499999999979,"Arva"
2152,5922,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGMED",37.6236469999999983,-5.60466499999999979,"Arva"
2153,5789,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
2154,14209,"Dressel 20","Neumagen","Germany",47.9489480000000015,7.67317699999999991,"MMCSVR",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2155,25855,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
2156,3405,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
2157,17652,"Dressel 20","Argentona","Spain",41.5533550000000034,2.40114200000000011,"MAR",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2158,4098,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LSSEX",37.3890760000000029,-5.98444299999999973,"Sevilla"
2159,30588,"Dressel 20","Rouen","France",49.5213090000000022,0.158146000000000009,"LSELSENC",37.6748010000000022,-5.37715500000000013,"La Rambla y El Acebuchal"
2160,27851,"Dressel 20","Mainz-Kastel","Germany",50.0099370000000008,8.28290900000000008,"IIIENNIORIVLSAE",37.660347999999999,-5.50794799999999984,"huerta del río"
2161,3800,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"POPVLI",37.6487789999999976,-5.50614600000000021,"La Catria"
2162,4330,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CTYC",37.6785390000000007,-5.22441699999999987,"La Graja"
2163,17261,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"EQFA",37.7823330000000013,-5.16700699999999991,"Casa del Guarda o Llano"
2164,14660,"Dressel 20","Frankfurt am Main","Germany",50.1155199999999965,8.68416700000000041,"LMVE?",37.5888610000000014,-5.62663600000000041,"Villar Tesoro"
2165,37003,"Dressel 20","Andance","France",45.2404560000000018,4.79797600000000024,"ACIRG",37.6487789999999976,-5.50614600000000021,"La Catria"
2166,294,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FCVCVM",37.7802039999999977,-5.10942700000000016,"La Estrella"
2167,15287,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CONS[FC]",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2168,13259,"Dressel 20","Almodóvar del Río","Spain",37.8107019999999991,-5.02036999999999978,"CIVLIBAR",37.8078679999999991,-4.95505200000000023,"El Sotillo"
2169,14022,"Dressel 20","Kastell Marienfels","Germany",48.1682279999999992,8.61824799999999946,"CANTONIQVIETI",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2170,637,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MATDEFICLINASMARSIA",37.8056029999999978,-5.07692000000000032,"Casa de Mingaobez (Este)"
2171,1449,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DATSCOL",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2172,15264,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6126959999999997,-5.60742000000000029,"Tostoneras"
2173,2708,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MILONF",37.5366149999999976,-5.9009520000000002,"Villar de Brenes"
2174,1748,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LCT",37.6712199999999982,-5.22250100000000028,"Tierras del Judío"
2175,26675,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
2176,5833,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2177,3274,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IIIMINICIOR",37.6236469999999983,-5.60466499999999979,"Arva"
2178,28201,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2179,2168,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCFP",37.6970990000000015,-5.26200400000000013,"Las Monjas"
2180,4214,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"SAXOFERR",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
2181,15259,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2182,5809,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNNF",37.6236469999999983,-5.60466499999999979,"Arva"
2183,28011,"Dressel 20","Orléans","France",47.9028909999999968,1.90388700000000011,"RVFINIATITTAE",37.6674819999999997,-5.47243600000000008,"La Mallena"
2184,3561,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"SNR",37.6487789999999976,-5.50614600000000021,"La Catria"
2185,14206,"Dressel 20","Frankfurt am Main","Germany",50.1155199999999965,8.68416700000000041,"MMCSVR",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2186,18703,"Dressel 20","Bardon Mill","United Kingdom",54.9666670000000011,-2.3333330000000001,"PORODV",37.6617869999999968,-5.48644200000000026,"Haza del Olivo"
2187,16288,"Dressel 20","St. Albans","United Kingdom",51.8333330000000032,-0.25,"IIIVNIMELISSIETMELISSE",37.4414220000000029,-6.04494799999999977,"Itálica"
2188,2580,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DIA",37.6731210000000019,-5.430593,"Berro II"
2189,3729,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FPAT",37.587336999999998,-5.79237000000000002,"Los Villares"
2190,30492,"Dressel 20","Brachy","France",49.8166670000000025,0.949999999999999956,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
2191,2242,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DFF",37.6236469999999983,-5.60466499999999979,"Arva"
2192,14259,"Dressel 20","Trier","Germany",49.7597900000000024,6.63662799999999997,"IIIENNIIVL",37.660347999999999,-5.50794799999999984,"huerta del río"
2193,104,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"KVFIGGRVMCOLSICETASI",37.6748540000000034,-5.45143199999999961,"La María"
2194,14422,"Dressel 20","Mainz","Germany",49.9841880000000032,8.27909599999999912,"QIAFS",37.671559000000002,-5.20847000000000016,"Malpica"
2195,14220,"Dressel 20","Bonn","Germany",50.7343800000000016,7.09548500000000004,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
2196,3068,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICCLMM",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2197,15606,"Dressel 20","Chester","United Kingdom",53.2000000000000028,-2.9166669999999999,"CANTONIQVIETI",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2198,4053,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LSPBOEQ",37.5852679999999992,-5.64987999999999957,"Juan Barba"
2199,29401,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"XIIIIHP",37.8091229999999996,-4.96704699999999999,"El Temple"
2200,18420,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LMVE",37.5888610000000014,-5.62663600000000041,"Villar Tesoro"
2201,2742,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MIM",37.6487789999999976,-5.50614600000000021,"La Catria"
2202,7600,"Dressel 20","Augst","Switzerland",47.5368179999999967,7.71720499999999987,"MSP",37.581744999999998,-5.66918599999999984,"Guadajoz"
2203,21437,"Dressel 20","Astaffort","France",44.0642560000000003,0.651409000000000016,"PMHPOR",37.6487789999999976,-5.50614600000000021,"La Catria"
2204,17227,"Dressel 20","Ampurias","Spain",42.1395430000000033,3.11780899999999983,"IIIENNIORIVLSAE",37.660347999999999,-5.50794799999999984,"huerta del río"
2205,1746,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LCT",37.6712199999999982,-5.22250100000000028,"Tierras del Judío"
2206,29624,"Dressel 20","Fréjus","France",43.4328580000000031,6.7352369999999997,"LVTROPHIMI",37.6236469999999983,-5.60466499999999979,"Arva"
2207,33381,"Dressel 20","Carmona","Spain",37.4712480000000028,-5.64608299999999996,"LSPBOEQ",37.581744999999998,-5.66918599999999984,"Guadajoz"
2208,10079,"Dressel 20","Golfe de Fos","France",43.3835430000000031,4.94285100000000011,"AELFO",37.6487789999999976,-5.50614600000000021,"La Catria"
2209,24860,"Dressel 20","Vienne","France",45.5247850000000014,4.87345299999999959,"MASAENIANISIA",37.660347999999999,-5.50794799999999984,"huerta del río"
2210,29596,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CTYC",37.6785390000000007,-5.22441699999999987,"La Graja"
2211,14866,"Dressel 20","Niederbieber","Germany",50.2715150000000008,8.56691700000000012,"MSP",37.581744999999998,-5.66918599999999984,"Guadajoz"
2212,14339,"Dressel 20","Frankfurt am Main","Germany",50.1155199999999965,8.68416700000000041,"MFDIA",37.6236469999999983,-5.60466499999999979,"Arva"
2213,174,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
2214,14852,"Dressel 20","Mainz","Germany",49.9841880000000032,8.27909599999999912,"PSAVITI",37.3890760000000029,-5.98444299999999973,"Sevilla"
2215,3494,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"SNR",37.6487789999999976,-5.50614600000000021,"La Catria"
2216,1628,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LCHE",37.6487789999999976,-5.50614600000000021,"La Catria"
2217,868,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
2218,1622,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LCH",37.6487789999999976,-5.50614600000000021,"La Catria"
2219,26697,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
2220,1129,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LAL",37.6493740000000017,-5.19713400000000014,"Tarancón"
2221,2327,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DFN",37.6236469999999983,-5.60466499999999979,"Arva"
2222,13549,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"MMCSVR",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2223,29422,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"GRADOS",37.7055700000000016,-5.34851800000000033,"Peñaflor"
2224,16428,"Dressel 20","Cirencester","United Kingdom",51.7333330000000018,-1.98333300000000001,"MAVRI",37.7722750000000005,-5.16239399999999993,"La Corregidora"
2225,2414,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QFRSTSIP",37.6236469999999983,-5.60466499999999979,"Arva"
2226,18746,"Dressel 20","Bardon Mill","United Kingdom",54.9666670000000011,-2.3333330000000001,"GRA",37.6487789999999976,-5.50614600000000021,"La Catria"
2227,28685,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LIM",37.5952690000000018,-5.69408400000000015,"Cortijo de Paladés (Este) (Cortijo de Sotomayor)"
2228,4065,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LSPBO",37.5852679999999992,-5.64987999999999957,"Juan Barba"
2229,13565,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"DFN",37.6236469999999983,-5.60466499999999979,"Arva"
2230,25894,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CORBEL",37.6141890000000032,-5.11560900000000007,"Alcotrista"
2231,958,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"VIRAV",37.5366149999999976,-5.9009520000000002,"Villar de Brenes"
2232,13017,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNNF",37.6126959999999997,-5.60742000000000029,"Tostoneras"
2233,16299,"Dressel 20","York","United Kingdom",53.9666670000000011,-1.0833330000000001,"IIIVNIMELISSIETMELISSE",37.4414220000000029,-6.04494799999999977,"Itálica"
2234,13094,"Dressel 20","Carmona","Spain",37.4712480000000028,-5.64608299999999996,"LMVE",37.6050639999999987,-5.61980099999999982,"Mejía"
2235,14999,"Dressel 20","Friedberg","Germany",56.3333330000000032,13.6999999999999993,"VRSI",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2236,155,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
2237,2609,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIAFS",37.671559000000002,-5.20847000000000016,"Malpica"
2238,2938,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IVLVRBICE",37.6965959999999995,-5.36606100000000019,"La Botica"
2239,25869,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICAMILIMELISSI",37.5859510000000014,-5.08842899999999965,"Las Delicias"
2240,16652,"Dressel 20","Wroxeter","United Kingdom",52.6666669999999968,-2.64999999999999991,"LQS",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2241,28612,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCCVFS",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
2242,17241,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LAGER...",37.6355720000000034,-5.15318699999999996,"Las Ánimas"
2243,2100,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"TFAMV",37.6050639999999987,-5.61980099999999982,"Mejía"
2244,18319,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PCAEHER",37.6674819999999997,-5.47243600000000008,"La Mallena"
2245,14989,"Dressel 20","Speyer","Germany",49.3208330000000004,8.43111099999999958,"VIRG",37.5366149999999976,-5.9009520000000002,"Villar de Brenes"
2246,16857,"Dressel 20","Newcastle upon Tyne","United Kingdom",54.9880560000000003,-1.61944400000000011,"SAXOFERREO",37.6236469999999983,-5.60466499999999979,"Arva"
2247,13524,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNNF",37.6126959999999997,-5.60742000000000029,"Tostoneras"
2248,13518,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN...",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2249,1923,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"DOMS",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2250,2045,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"EROTIS",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2251,2176,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LFCFP",37.6970990000000015,-5.26200400000000013,"Las Monjas"
2252,26703,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"LFCCVFS",37.7629930000000016,-5.19923800000000025,"Villacisneros"
2253,3736,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FPAT",37.581744999999998,-5.66918599999999984,"Guadajoz"
2254,15830,"Dressel 20","London","United Kingdom",51.514248000000002,-0.0931450000000000056,"LCSOL",37.6470330000000004,-5.49909900000000018,"La Catria Alta"
2255,16671,"Dressel 20","Silchester","United Kingdom",51.3500000000000014,-1.06666700000000003,"LQS",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2256,13939,"Dressel 20","Köln","Germany",50.9333329999999975,6.95000000000000018,"MAC...",37.6784200000000027,-5.21427999999999958,"Malpica Sur"
2257,2565,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IAFM",37.6784200000000027,-5.21427999999999958,"Malpica Sur"
2258,25071,"Dressel 20","Bourbon-Lancy","France",46.586663999999999,3.05875599999999981,"SCAVEN",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
2259,26005,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"GRADOS",37.6575109999999995,-5.48034200000000027,"Manuel Nieto"
2260,15886,"Dressel 20","Watercrook","United Kingdom",54.3166670000000025,-2.75,"QDC",37.7691879999999998,-5.11233299999999957,"Dehesilla"
2261,3072,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICCLMM",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2262,175,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
2263,5857,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"GRADOS",37.6575109999999995,-5.48034200000000027,"Manuel Nieto"
2264,13231,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN",37.6126959999999997,-5.60742000000000029,"Tostoneras"
2265,630,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MATDEFICLINASMARSIA",37.8056029999999978,-5.07692000000000032,"Casa de Mingaobez (Este)"
2266,14565,"Dressel 20","Bonn","Germany",50.7343800000000016,7.09548500000000004,"LIVNIMELISSI",37.5859510000000014,-5.08842899999999965,"Las Delicias"
2267,28413,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CIREXOFARR",37.7722750000000005,-5.16239399999999993,"La Corregidora"
2268,26533,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"DOMS",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2269,16474,"Dressel 20","Corbridge","United Kingdom",54.9666670000000011,-2.01666699999999999,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2270,13579,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"SAXOFERREO",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
2271,13914,"Dressel 20","Toulouse","France",43.5995160000000013,1.43318799999999991,"SCL",37.6712199999999982,-5.22250100000000028,"Tierras del Judío"
2272,1176,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CAP",37.8078679999999991,-4.95505200000000023,"El Sotillo"
2273,1714,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CCNS",37.766491000000002,-5.12506099999999964,"Barranco del Picacho"
2274,17231,"Dressel 20","Narbonne","France",43.1844170000000034,3.00881599999999993,"SNR",37.6487789999999976,-5.50614600000000021,"La Catria"
2275,21443,"Dressel 20","Villeneuve-sur-Lot","France",44.4070999999999998,0.70560299999999998,"STLACCI",37.6236469999999983,-5.60466499999999979,"Arva"
2276,2997,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IIIVNMELISSIETMELISSE",37.5859510000000014,-5.08842899999999965,"Las Delicias"
2277,3942,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"GRADOS",37.7055700000000016,-5.34851800000000033,"Peñaflor"
2278,4145,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"SAXOFERREO",37.7207459999999983,-5.29236299999999993,"Huerta de Belén"
2279,2816,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LIS",37.4414220000000029,-6.04494799999999977,"Itálica"
2280,4393,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CVVA",37.766491000000002,-5.12506099999999964,"Barranco del Picacho"
2281,20303,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
2282,19537,"Dressel 20","Fréjus","France",43.4328580000000031,6.7352369999999997,"EROTIS",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2283,2891,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"ILFT",37.635984999999998,-5.5115350000000003,"Álamo Alto"
2284,2817,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LIS",37.4414220000000029,-6.04494799999999977,"Itálica"
2285,844,"Dressel 20","Hornachuelos","Spain",37.8333330000000032,-5.23333300000000001,"MCCDFM (MCGDFM)",37.7529370000000029,-5.21186099999999985,"Cerro de los Pesebres"
2286,2060,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FXIIII",37.8091229999999996,-4.96704699999999999,"El Temple"
2287,17264,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"MQFF",37.6784200000000027,-5.21427999999999958,"Malpica Sur"
2288,1198,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"LAPAE",37.6487789999999976,-5.50614600000000021,"La Catria"
2289,26461,"Dressel 20","Seville","Spain",37.3828260000000014,-5.97316700000000012,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
2290,14349,"Dressel 20","Bonn","Germany",50.7343800000000016,7.09548500000000004,"DFF",37.6236469999999983,-5.60466499999999979,"Arva"
2291,28804,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FPATERNI",37.581744999999998,-5.66918599999999984,"Guadajoz"
2292,24001,"Dressel 20","Alicante","Spain",38.3500000000000014,-0.450000000000000011,"SEXIRVF",37.6487789999999976,-5.50614600000000021,"La Catria"
2293,34371,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IIAVRHERACLAEPATETFILFCEPAR ",37.6953320000000005,-5.29172300000000018,"El Portillo"
2294,17269,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIA",37.671559000000002,-5.20847000000000016,"Malpica"
2295,1329,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"AEMEVP",37.6493740000000017,-5.19713400000000014,"Tarancón"
2296,139,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FIGASVLEIANESES",37.7981279999999984,-4.9953479999999999,"El Rodriguillo"
2297,1844,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CAM...",37.6236469999999983,-5.60466499999999979,"Arva"
2298,29227,"Dressel 20","Ostia Antica","Italy",41.75,12.2833330000000007,"EROTIS",37.6176310000000029,-5.5562630000000004,"Azanaque-Castillejo"
2299,1777,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"IICAMILIMELISSI",37.6236469999999983,-5.60466499999999979,"Arva"
2300,27738,"Dressel 20","Hedelbergen","Germany",50.2367679999999979,8.86225100000000054,"CIALB",37.671559000000002,-5.20847000000000016,"Malpica"
2301,7012,"Dressel 20","Lora del Río","Spain",37.6589609999999979,-5.52751000000000037,"POPVLI",37.6575109999999995,-5.48777999999999988,"Los Guerras"
2302,305,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"FCVCVM",37.7691879999999998,-5.11233299999999957,"Dehesilla"
2303,10304,"Dressel 20","Golfe de Fos","France",43.3835430000000031,4.94285100000000011,"TATILIASIATICI",37.5832559999999987,-5.65861500000000017,"Adelfa"
2304,3410,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6158119999999982,-5.66815499999999961,"Alcolea del Río"
2305,34435,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"QIMFN",37.671559000000002,-5.20847000000000016,"Malpica"
2306,543,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PMOCVFIGEDO",37.7722750000000005,-5.16239399999999993,"La Corregidora"
2307,3984,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"RIVE",37.6236469999999983,-5.60466499999999979,"Arva"
2308,13218,"Dressel 20","Alcolea del Río","Spain",37.6150579999999977,-5.6669419999999997,"PNN",37.6236469999999983,-5.60466499999999979,"Arva"
2309,20205,"Dressel 20","Avenches","Switzerland",46.8808879999999988,7.04104200000000002,"SISEN",37.6487789999999976,-5.50614600000000021,"La Catria"
2310,14576,"Dressel 20","Köln","Germany",50.9333329999999975,6.95000000000000018,"IIIVNMELISSIETMELISSE",37.5859510000000014,-5.08842899999999965,"Las Delicias"
2311,14126,"Dressel 20","Niederbieber","Germany",50.2715150000000008,8.56691700000000012,"MCC",37.6875989999999987,-5.27423700000000029,"Madueño"
2312,15935,"Dressel 20","Housesteads","United Kingdom",55.0166669999999982,-2.3333330000000001,"IIIENNIIVL",37.660347999999999,-5.50794799999999984,"huerta del río"
2313,18390,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"CIB",37.7055700000000016,-5.34851800000000033,"Peñaflor"
2314,15251,"Dressel 20","Roma","Italy",41.8999999999999986,12.483333,"PNN",37.6161799999999999,-5.64492800000000017,"El Tejarillo"
